targetid,survey,program,desi_target,z,zwarn,spectype,desiname,specid,redshift
39628230130405130,main,dark,65537,0.9558169983458783,0,GALAXY,DESI J351.2184+18.4419,3.962823013040513e+16,0.9558169983458783
39627712637176901,main,dark,65537,0.5619411780752545,0,GALAXY,DESI J023.0829-02.8827,3.9627712637176904e+16,0.5619411780752545
39627720828651037,main,dark,65537,0.625948616804642,0,GALAXY,DESI J151.3134-02.6407,3.962772082865104e+16,0.625948616804642
39632981907737518,main,dark,257,1.102125497260226,0,GALAXY,DESI J257.2417+34.9701,3.963298190773752e+16,1.1021254972602263
39628444488700102,main,dark,65537,0.5397977918222043,0,GALAXY,DESI J231.2436+28.3614,3.9628444488700104e+16,0.5397977918222043
39627912143443673,main,dark,65537,0.759269545125151,0,GALAXY,DESI J040.3233+05.1335,3.962791214344367e+16,0.759269545125151
39627642562940118,main,dark,65537,0.5913399505902803,0,GALAXY,DESI J156.0568-06.0144,3.962764256294012e+16,0.5913399505902803
39628107958717497,main,dark,65537,0.980000286620898,0,GALAXY,DESI J343.7308+13.3578,3.9628107958717496e+16,0.980000286620898
39628112572449508,main,dark,4611686018427715589,0.2529444261365565,0,GALAXY,DESI J266.0314+13.5148,3.96281125724495e+16,0.25294442613655654
39628470870870889,main,dark,1152921504606912513,0.3129462668180908,0,GALAXY,DESI J224.6017+29.5996,3.962847087087089e+16,0.31294626681809085
39627802235906102,main,dark,65537,0.6923415308549832,0,GALAXY,DESI J323.7349+00.4295,3.9627802235906104e+16,0.6923415308549832
39627607062352393,main,dark,65537,0.8379255056454034,0,GALAXY,DESI J187.2549-07.4097,3.962760706235239e+16,0.8379255056454034
39633126053383608,main,dark,257,0.5576187972896824,0,GALAXY,DESI J111.9980+42.6986,3.963312605338361e+16,0.5576187972896824
39627926383104025,main,dark,1152921504606912513,0.5311228384163481,0,GALAXY,DESI J172.1981+05.6258,3.9627926383104024e+16,0.5310923741824802
39627934805265828,main,dark,65537,0.8020719519920556,0,GALAXY,DESI J316.1964+05.9605,3.962793480526582e+16,0.8020719519920556
39628264313980592,main,dark,65537,0.8342907561738965,0,GALAXY,DESI J346.7878+20.0977,3.962826431398059e+16,0.8342907561738965
39632966439144399,main,dark,257,0.6762762414570044,0,GALAXY,DESI J219.1431+34.1767,3.96329664391444e+16,0.6762277710815182
39627708447066557,main,bright,1152921504606912513,0.2992559376043475,0,GALAXY,DESI J133.0600-03.3479,3.962770844706656e+16,0.29925593760434754
39627829180105669,main,dark,65537,1.032685721150358,0,GALAXY,DESI J129.5393+01.8198,3.962782918010567e+16,1.0326857211503575
39627679263097653,main,dark,65537,0.5351124650863067,0,GALAXY,DESI J190.8150-04.5770,3.9627679263097656e+16,0.5351124650863067
39627764260673626,main,dark,65537,0.4724222943211963,0,GALAXY,DESI J220.2499-00.9209,3.9627764260673624e+16,0.4725050493736791
39627676616492458,main,dark,1152921504606912513,0.5391874875425494,0,GALAXY,DESI J032.6264-04.4943,3.9627676616492456e+16,0.5393163850656708
39627802915378569,main,dark,65537,1.179353610812557,0,GALAXY,DESI J004.1764+00.8598,3.962780291537857e+16,1.1793536108125569
39633000652083181,main,dark,257,0.840215747518522,0,GALAXY,DESI J186.7521+35.9612,3.963300065208318e+16,0.840215747518522
39627708937801349,main,dark,1152921504606912513,0.5846025371354349,0,GALAXY,DESI J162.3838-03.2053,3.962770893780135e+16,0.5847760497508658
39627954023564278,main,dark,65537,0.6150614874112301,0,GALAXY,DESI J027.9928+07.0749,3.962795402356428e+16,0.6150614874112301
39627814567156288,main,dark,65537,0.6732273950904132,0,GALAXY,DESI J338.6946+01.0537,3.962781456715629e+16,0.6732273950904132
39628241845093969,main,dark,65537,0.755351289217719,0,GALAXY,DESI J007.7271+19.3218,3.962824184509397e+16,0.755351289217719
39628035166572640,main,dark,65537,0.6491316505683041,0,GALAXY,DESI J235.5845+10.2339,3.962803516657264e+16,0.6491316505683041
39627963150369756,main,dark,65537,0.6655395214563875,0,GALAXY,DESI J215.7927+07.2459,3.962796315036976e+16,0.6655395214563875
39627962236015071,main,dark,65537,0.7354637044388878,0,GALAXY,DESI J161.1061+07.1617,3.962796223601507e+16,0.7354637044388878
39627790139530234,main,dark,65537,0.7239607085269355,0,GALAXY,DESI J322.6642+00.965,3.962779013953023e+16,0.7239607085269355
39627720560217143,main,dark,65537,0.8211879166442554,0,GALAXY,DESI J135.3916-02.7140,3.9627720560217144e+16,0.8211879166442554
39633006209534196,main,dark,257,0.9281762770401187,0,GALAXY,DESI J235.8373+36.1956,3.963300620953419e+16,0.9281762770401187
39627598556307248,main,dark,1152921504606912513,0.2942815387477964,0,GALAXY,DESI J036.2877-07.8166,3.962759855630725e+16,0.2942815387477964
39627713480229306,main,dark,65537,0.6515512031523192,0,GALAXY,DESI J073.2678-02.8781,3.9627713480229304e+16,0.6515512031523192
39627720505689166,main,dark,65537,0.6145874028302545,0,GALAXY,DESI J132.0428-02.6282,3.962772050568917e+16,0.6145874028302545
39627872427576330,main,dark,65537,0.8151787320754649,0,GALAXY,DESI J188.1517+03.4431,3.962787242757633e+16,0.8151787320754649
39627750872452526,main,dark,65537,0.7538234353189204,0,GALAXY,DESI J142.1648-01.6046,3.962775087245253e+16,0.7538234353189204
39627907621982446,main,dark,65537,0.7413488300506509,0,GALAXY,DESI J130.0603+04.9263,3.962790762198245e+16,0.7413488300506509
39628240242872133,main,dark,65537,0.7210801334735603,0,GALAXY,DESI J266.9402+19.0274,3.9628240242872136e+16,0.7210801334735603
39627646371367388,main,dark,65537,0.5746023488517967,0,GALAXY,DESI J023.9116-05.8167,3.962764637136739e+16,0.5746023488517967
39628221372695292,main,dark,983079,0.8408338903210902,0,QSO,DESI J161.9065+18.1259,3.96282213726953e+16,0.8408338903210902
39627636812551208,main,dark,65537,0.9862196772036617,0,GALAXY,DESI J171.6701-06.2564,3.962763681255121e+16,0.9862196772036617
39627981181685954,main,dark,1152921504606912513,0.5305873864582888,0,GALAXY,DESI J219.0482+08.0933,3.962798118168595e+16,0.5305873864582888
39628215341290492,main,dark,65537,1.088245012552616,0,GALAXY,DESI J144.5656+17.9844,3.96282153412905e+16,1.0882450125526155
39633100342296634,main,bright,1152921504606847233,0.3858247074833614,0,GALAXY,DESI J216.4664+41.1648,3.963310034229663e+16,0.3858247074833614
39628159305385513,main,dark,65537,0.9768851538979224,0,GALAXY,DESI J260.5978+15.4422,3.962815930538551e+16,0.9768851538979224
39627833210839880,main,dark,1152921504606912513,0.475420604449361,0,GALAXY,DESI J009.9857+01.8850,3.962783321083988e+16,0.47542060444936096
39627750805345668,main,dark,65537,0.8981789463865523,0,GALAXY,DESI J138.2274-01.5653,3.962775080534566e+16,0.8981789463865523
39628487249628571,main,dark,1152921504606912513,0.3617225358061865,0,GALAXY,DESI J268.8348+30.2369,3.962848724962857e+16,0.36172253580618646
39627612917597281,main,dark,65537,0.9450451240906732,0,GALAXY,DESI J178.5460-07.3083,3.962761291759728e+16,0.9450451240906732
39633169695117171,main,dark,257,0.9453708154855109,0,GALAXY,DESI J114.2065+45.1930,3.963316969511717e+16,0.9453708154855109
39627586774502060,main,dark,65537,0.7011893327374343,0,GALAXY,DESI J047.5910-08.3487,3.962758677450206e+16,0.7011893327374343
39628253450732055,main,dark,65537,0.8998154143407827,0,GALAXY,DESI J019.6485+19.6627,3.9628253450732056e+16,0.8998154143407827
39628376222205984,main,dark,65537,0.9068931094540853,0,GALAXY,DESI J003.7292+25.1642,3.962837622220598e+16,0.9068931094540853
